ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,sound1.stopped,key_replay1.rt,key_replay1.duration,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,ModifiedSH,resources/new_sounds_2/F2push.wav,0.418027210884354,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F3put.wav,0.437781204290985,2,F,,,,,0,1,1,19,100.79967109998688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78335330000846,100.79967109998688,101.2968388000154,0.5138548000250012,101.74605859996518,102.21336880000308,102.21321582996752,102.66636849998031,102.66636849998031,103.1462140000076,103.14631402997766,103.57942219998222,103.59883729997091,103.59883729997091,,103.89806909998879,t,0.307680000027176,None,None,0,,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
7,ModifiedSH,resources/new_sounds_2/M1bosh.wav,0.4574829931972789,resources/new_sounds_not_modified/M2bot.wav,0.415863975908209,resources/new_sounds_not_modified/M4bosh.wav,0.4533657452807347,3,M,,,,,0,2,2,6,103.9151242999942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.89886289997958,103.9151242999942,104.41272029996617,0.5142493000021204,104.8789311000146,105.36511050001718,105.36283022996504,105.7986852999893,105.7986852999893,106.28141070000129,106.27932682998944,106.74855670001125,106.76543709996622,106.74855670001125,,107.0493518000003,e,0.28836730000330135,None,None,0,0.9804426999762654,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
22,ModifiedSH,resources/new_sounds_not_modified/F1mash.wav,0.601753675244161,resources/new_sounds_2/F3mash.wav,0.42437641723356,resources/new_sounds_not_modified/F4mat.wav,0.401181209050264,3,F,,,,,0,3,3,21,107.07007319998229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.05099109996809,107.07007319998229,107.56345660000807,0.5132377999834716,108.1785411000019,108.66375489998609,108.66172813000158,109.1045381000149,109.1045381000149,109.57982099999208,109.57811772996793,110.00155109999469,110.00155109999469,110.00155109999469,110.49247009999817,110.76230469997972,e,0.7386501999571919,None,None,0,1.1283129999646917,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
9,ModifiedSH,resources/new_sounds_not_modified/M4bot.wav,0.453615769026229,resources/new_sounds_not_modified/M3bosh.wav,0.524217377306996,resources/new_sounds_2/M2bosh.wav,0.387165532879819,2,M,,,,,0,4,4,8,110.78350769996177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.764294099994,110.78350769996177,111.2789644000004,0.5156156000448391,111.74353400000837,112.22686990001239,112.22670782996575,112.7626617999631,112.7626617999631,113.24546459998237,113.24351432999829,113.6305343999993,113.64788010000484,113.64788010000484,114.14647839998361,114.38119990000268,r,0.7293489000294358,None,None,0,0.9801398999989033,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
15,ModifiedSH,resources/new_sounds_not_modified/M2fish.wav,0.602031419699607,resources/new_sounds_not_modified/M5fit.wav,0.593107043618346,resources/new_sounds_2/M1fish.wav,0.512562358276644,1,M,,,,,0,5,5,14,114.40286199998809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.38280009996379,114.40286199998809,114.89439779997338,0.5123528999974951,115.49656790000154,115.99437919998309,115.99263382998761,116.60294030001387,116.60294030001387,117.09418529999675,117.09224592997926,117.59932480001589,117.62365909997607,117.62365909997607,118.09492760000285,118.69099089998053,r,1.079836399992928,None,None,0,1.1145139000145718,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
6,ModifiedT,resources/new_sounds_not_modified/M1met.wav,0.532038259057699,resources/new_sounds_2/M3met.wav,0.558503401360544,resources/new_sounds_not_modified/M5mesh.wav,0.5032130872900709,1,M,,,,,0,6,6,5,118.71060629998101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.69205610000063,118.71060629998101,119.19287520000944,0.5013944000238553,119.74306159996195,120.22648680000566,120.22438062999863,120.79834460001439,120.79834460001439,121.29281439998886,121.29089473000495,121.80979979998665,121.80979979998665,121.80979979998665,122.2937707999954,122.65302430000156,t,0.8257448999793269,None,None,0,1.051625000021886,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
19,ModifiedT,resources/new_sounds_2/F2put.wav,0.521360544217687,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F5put.wav,0.363522850118329,2,F,,,,,0,7,7,18,122.67301979998592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.65468889998738,122.67301979998592,123.15834389999509,0.5044452999718487,123.69200009998167,124.19199399999343,124.18993352998514,124.64106779999565,124.64106779999565,125.12773929996183,125.1234725299757,125.47699210001156,125.50388039997779,125.50388039997779,125.99338870000793,126.50469229998998,r,1.0009797000093386,None,None,0,1.0381361999898218,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
2,ModifiedSh,resources/new_sounds_not_modified/F2fish.wav,0.528250066930233,resources/new_sounds_2/F1fit.wav,0.423218058079413,resources/new_sounds_not_modified/F5fit.wav,0.2975247836995,3,F,,,,,0,8,8,1,126.52390879997984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.50581810000585,126.52390879997984,127.0051916000084,0.4998510000295937,127.5382712999708,128.03808299999218,128.03805233001475,128.47866720001912,128.47866720001912,128.9711113999947,128.9710987299797,129.25434599997243,129.29074540000875,129.29074540000875,129.7549474000116,130.09372599999188,e,0.834993900032714,None,None,0,1.032926200015936,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
18,ModifiedT,resources/new_sounds_2/M2put.wav,0.532199546485261,resources/new_sounds_not_modified/M7put.wav,0.410382098763918,resources/new_sounds_not_modified/M5push.wav,0.499025816019625,2,M,,,,,0,9,9,17,130.11021889996482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.09484809997957,130.11021889996482,130.60391880001407,0.509608099993784,131.13716489996295,131.63684900000226,131.63695202999514,132.06873850000557,132.06873850000557,132.53659899998456,132.5364856300177,133.04834669997217,133.04834669997217,133.04834669997217,,133.15553499996895,t,0.10193090001121163,None,None,0,1.0428517999826,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
16,ModifiedT,resources/new_sounds_2/M2fit.wav,0.646553287981859,resources/new_sounds_not_modified/M4fit.wav,0.508424667314028,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,2,M,,,,,0,10,10,15,133.1733085999731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.15654050000012,133.1733085999731,133.6695824000053,0.5135205000406131,134.31926949997433,134.80255359999137,134.80245233000022,135.32675359997666,135.32675359997666,135.81881490000524,135.8188315299805,136.26876449998235,136.2852979999734,136.2852979999734,,136.55459449999034,r,0.2774193999939598,None,None,0,1.1632062999997288,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
10,ModifiedT,resources/new_sounds_not_modified/M2fit.wav,0.423218058079414,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,resources/new_sounds_2/M4fit.wav,0.597210884353741,1,M,,,,,0,11,11,9,136.57207449997077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5556012999732,136.57207449997077,137.0683546999935,0.5132348000188358,137.50160730001517,137.98476759996265,137.98464402997632,138.45328020001762,138.45328020001762,138.93441789998906,138.9344186300179,139.5458798999898,139.5458798999898,139.5458798999898,140.0346528000082,141.00429319997784,r,1.4470064000342973,None,None,0,0.9464756000088528,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
14,ModifiedSH,resources/new_sounds_not_modified/F2bosh.wav,0.494392229081527,resources/new_sounds_not_modified/F5bot.wav,0.485673207115724,resources/new_sounds_2/F1bosh.wav,0.520634920634921,1,F,,,,,0,12,12,13,141.02083980001044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.00527590001002,141.02083980001044,141.5169351999648,0.5121227000490762,142.0171436999808,142.49998879997293,142.50018313002073,143.004738299991,143.004738299991,143.50051529996563,143.50049762997077,144.01606369996443,144.03975190001074,144.03975190001074,144.5164862999809,144.58727809996344,e,0.5525725000188686,None,None,0,1.012328900047578,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
4,ModifiedT,resources/new_sounds_not_modified/M4mat.wav,0.4451593985921889,resources/new_sounds_2/M3mat.wav,0.494308390022676,resources/new_sounds_not_modified/M2mash.wav,0.7358947371573947,1,M,,,,,0,13,13,3,144.60428470000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.58829340001103,144.60428470000625,145.09907549998024,0.5112547999597155,145.55055489996448,146.04873380000936,146.04869303001323,146.56269579997752,146.56269579997752,147.0316680999822,147.03164332999148,147.76470739999786,147.78501489997143,147.78501489997143,,148.00052930001402,t,0.23132550000445917,None,None,0,0.9627263000002131,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
21,ModifiedSH,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fish.wav,0.366258503401361,resources/new_sounds_not_modified/F2fit.wav,0.374261916532497,3,F,,,,,0,14,14,20,148.01781350001693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.00152990000788,148.01781350001693,148.51506349997362,0.5140005999710411,148.99824769998668,149.48094939999282,149.48093303000786,149.85912729997654,149.85912729997654,150.34728869999526,150.34715883001917,150.74297059996752,150.74297059996752,150.74297059996752,151.23090510000475,151.61309479997726,e,0.8517804000293836,None,None,0,0.9971805000095628,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
8,ModifiedSH,resources/new_sounds_not_modified/M3bot.wav,0.368685295497059,resources/new_sounds_not_modified/M1bosh.wav,0.5055628425466665,resources/new_sounds_2/M5bosh.wav,0.4857823129251701,2,M,,,,,0,15,15,7,151.63173500000266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.61409109999659,151.63173500000266,152.11390060000122,0.5002816999913193,152.4965666999924,152.9964544000104,152.99636302997823,153.51733840000816,153.51733840000816,153.99637770000845,153.99638243000953,154.47909609996714,154.49805300001753,154.49805300001753,154.97963419998996,156.83498859999236,r,2.3436609000200406,None,None,0,0.8829423999995925,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
12,ModifiedSH,resources/new_sounds_not_modified/F4bot.wav,0.390471530438234,resources/new_sounds_not_modified/F3bosh.wav,0.505513996768869,resources/new_sounds_2/F2bosh.wav,0.423673469387755,2,F,,,,,0,16,16,11,156.851610600017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.83648559998255,156.851610600017,157.34504139999626,0.509310599998571,157.74471150001045,158.22792530001607,158.22782012999522,158.74713839998003,158.74713839998003,159.2446528999717,159.24423962999134,159.66080479999073,159.68290620000334,159.68290620000334,160.16137270000763,160.163858600019,e,0.49847650004085153,None,None,0,0.9089745000237599,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
5,ModifiedT,resources/new_sounds_not_modified/F4met.wav,0.44494520825283956,resources/new_sounds_2/F2met.wav,0.634104308390023,resources/new_sounds_not_modified/F1mesh.wav,0.5571319490698841,1,F,,,,,0,17,17,4,160.1810007999884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.16486229997827,160.1810007999884,160.677060899965,0.5126885999925435,161.12695180001901,161.6101513999747,161.6100927300169,162.2764785999898,,162.74302900000475,162.743001729995,163.31607669999357,163.31607669999357,163.31607669999357,,163.67864090000512,t,0.36015570000745356,None,None,0,0.9625731999985874,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
1,ModifiedT,resources/new_sounds_not_modified/F2fit.wav,0.374261916532496,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fit.wav,0.41736473916697,1,F,,,,,0,18,18,0,163.69593019998865,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.67964340001345,163.69593019998865,164.19255899998825,0.5133887000265531,164.57607569999527,165.05900870001642,165.05894732997984,165.5497786999913,171.54368509998312,166.04310090001673,166.0419509300147,166.45842420001281,166.47519059997285,171.54368509998312,166.95932570000878,172.65648289996898,r,6.189443100010976,None,p,1,7.844670800026506,4.96387480001431,None,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
11,ModifiedSH,resources/new_sounds_not_modified/M1fish.wav,0.569506825661794,resources/new_sounds_2/M7fit.wav,0.485691609977324,resources/new_sounds_not_modified/M3fit.wav,0.479334255844424,3,M,,,,,0,19,19,10,172.67145009996602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.65761910000583,172.67145009996602,173.17052669997793,0.5133062999811955,173.76670139998896,174.2374509999645,174.23682033001677,174.7531486999942,,175.2196578999865,175.21972882996778,175.7162912999629,175.7162912999629,175.7162912999629,,176.17154760000994,e,0.4529661000124179,None,None,0,,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
17,ModifiedT,resources/new_sounds_2/M2bosh.wav,0.387165532879819,resources/new_sounds_not_modified/M6bot.wav,0.501070841911371,resources/new_sounds_not_modified/M5bosh.wav,0.597358038485993,2,M,,,,,0,20,20,16,176.18634329998167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,176.17235409998102,176.18634329998167,176.685758800013,0.5138004000182264,177.0857334000175,177.56931300001452,177.56962203000438,178.08962270000484,178.08962270000484,178.56904669996584,178.56891063000074,179.18514889996732,179.18514889996732,179.18514889996732,,179.33764400001382,e,0.1357593000284396,None,None,0,0.9137738000135869,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
3,ModifiedT,resources/new_sounds_2/F5mat.wav,0.565396825396825,resources/new_sounds_not_modified/F4mash.wav,0.38066522534541036,resources/new_sounds_not_modified/F2mat.wav,0.5007174554648515,3,F,,,,,0,21,21,2,179.3533939999761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.33850159996655,179.3533939999761,179.85275119997095,0.514658700034488,180.41962810000405,180.90525989996968,180.90387973001924,181.30019879998872,181.30019879998872,181.78828879998764,181.78691363001707,182.30271429999266,182.32005899999058,182.30271429999266,182.7887100999942,183.10707430000184,r,0.7962077999836765,None,None,0,1.0815274000051431,,,,,,Liam2,001,2024-02-04_15h04.46.402,M2_experiment1,2023.2.3,59.92074880710405,2024-02-04 15h05.00.792645 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.10810820001643,183.12380349996965,186.1229209000012,,,,,,,,
