ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,sound1_3.stopped,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,sound1.stopped,sound3.stopped,key_replay1.rt,key_replay1.duration,Bye.started,text_6.started,text_6.stopped,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
8,ModifiedSH,resources/new_sounds_not_modified/M3bot.wav,0.368685295497059,resources/new_sounds_not_modified/M1bosh.wav,0.5055628425466665,resources/new_sounds_2/M5bosh.wav,0.4857823129251701,2,M,,,,,0,0,0,7,212.8418574000243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.7990681999363,212.8418574000243,213.28449490002822,0.5155447999713942,213.68242850003298,214.15089429996442,214.15086628997233,214.6710185999982,214.6710185999982,215.15056670003105,215.15046938997693,215.6511892999988,215.66712769994047,216.13367000001017,216.73519959999248,t,1.066105299978517,None,None,0,,,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
1,ModifiedT,resources/new_sounds_not_modified/F2fit.wav,0.374261916532496,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fit.wav,0.41736473916697,1,F,,,,,0,1,1,0,216.77298170002177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.73646329995245,216.77298170002177,217.2498558999505,0.513761300011538,217.64842830004636,218.1161442999728,218.1162474900484,218.61294220003765,218.61294220003765,219.09918639995158,219.09915968996938,219.51559199998155,219.51559199998155,220.01576620002743,221.00063769996632,t,1.4740965999662876,None,None,0,,,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
13,ModifiedT,resources/new_sounds_not_modified/F1fish.wav,0.519196656146427,resources/new_sounds_not_modified/F4fit.wav,0.297524783699501,resources/new_sounds_2/F2fit.wav,0.443741496598639,2,F,,,,,0,2,2,12,221.03701239998918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.00142129999585,221.03701239998918,221.51511459995527,0.5140645999927074,222.04818279994652,222.5314513000194,222.5313422899926,222.84094779996667,222.84094779996667,223.33192319993395,223.3316122899996,223.76437899994198,223.78724249999505,224.2640851000324,224.78270840004552,t,1.010481100063771,None,None,0,1.0471269999397919,223.78724249999505,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
22,ModifiedSH,resources/new_sounds_not_modified/F1mash.wav,0.601753675244161,resources/new_sounds_2/F3mash.wav,0.42437641723356,resources/new_sounds_not_modified/F4mat.wav,0.401181209050264,3,F,,,,,0,3,3,21,224.8223571999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.7834589999402,224.8223571999697,225.29704099998344,0.5139369000680745,225.91370499995537,226.3967244999949,226.39672378997784,226.83327149995603,226.83327149995603,227.31323940004222,227.31325898994692,227.72612380003557,227.7462988999905,228.2127666999586,229.18117160000838,t,1.4473957000300288,None,None,0,1.1306009000400081,,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
3,ModifiedT,resources/new_sounds_2/F5mat.wav,0.565396825396825,resources/new_sounds_not_modified/F4mash.wav,0.38066522534541036,resources/new_sounds_not_modified/F2mat.wav,0.5007174554648515,3,F,,,,,0,4,4,2,229.2199651999399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.18198250001296,229.2199651999399,229.69564940000419,0.5140380000229925,230.26209460000973,230.76213229994755,230.7619916900294,231.15390269993804,278.71017540001776,231.62831589998677,231.6283035899978,232.13370709994342,232.13370709994342,232.62796670000535,281.17768670001533,e,49.02749960008077,None,p,2,49.512643499998376,278.71017540001776,46.39047970005777,None,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
17,ModifiedT,resources/new_sounds_2/M2bosh.wav,0.387165532879819,resources/new_sounds_not_modified/M6bot.wav,0.501070841911371,resources/new_sounds_not_modified/M5bosh.wav,0.597358038485993,2,M,,,,,0,5,5,16,281.21739909995813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.1788613999961,281.21739909995813,281.6930922999745,0.5146278999745846,282.09260219999123,282.5757307000458,282.57631349004805,283.0920487999683,283.0920487999683,283.57588380004745,283.5757021900499,284.18236700003035,284.18236700003035,284.6749688000418,285.5439647999592,t,1.3571058000670746,None,None,0,0.9141064999857917,284.18236700003035,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
21,ModifiedSH,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fish.wav,0.366258503401361,resources/new_sounds_not_modified/F2fit.wav,0.374261916532497,3,F,,,,,0,6,6,20,285.56530679995194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285.5449111999478,285.56530679995194,286.0589447999373,0.5144724999554455,286.5419025999727,287.0256999999983,287.0253082900308,287.4015325999353,287.4015325999353,287.8927920999704,287.89278879004996,288.27919499995187,288.27919499995187,288.7759453000035,291.4934049999574,r,3.197177099995315,None,None,0,0.9973980999784544,288.27919499995187,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
7,ModifiedSH,resources/new_sounds_2/M1bosh.wav,0.4574829931972789,resources/new_sounds_not_modified/M2bot.wav,0.415863975908209,resources/new_sounds_not_modified/M4bosh.wav,0.4533657452807347,3,M,,,,,0,7,7,6,291.5333043000428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.4941940000281,291.5333043000428,292.00803979998454,0.5142191000049934,292.474645899958,292.9577280000085,292.9579504899448,293.3898315000115,293.3898315000115,293.874052500003,293.8741818900453,294.3238922000164,294.3476771999849,294.82375630002934,297.0917867999524,t,2.75829100003466,None,None,0,0.9808256999822333,294.3476771999849,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
12,ModifiedSH,resources/new_sounds_not_modified/F4bot.wav,0.390471530438234,resources/new_sounds_not_modified/F3bosh.wav,0.505513996768869,resources/new_sounds_2/F2bosh.wav,0.423673469387755,2,F,,,,,0,8,8,11,297.1285031000152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.09259929996915,297.1285031000152,297.60616149997804,0.5139314000261948,298.006050499971,298.4891730999807,298.4892069899943,299.01005989999976,299.01005989999976,299.4889319000067,299.48892269004136,299.9280812999932,299.9280812999932,300.4219529000111,304.07265069999266,r,4.134958300041035,None,None,0,0.9138162999879569,299.9280812999932,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
18,ModifiedT,resources/new_sounds_2/M2put.wav,0.532199546485261,resources/new_sounds_not_modified/M7put.wav,0.410382098763918,resources/new_sounds_not_modified/M5push.wav,0.499025816019625,2,M,,,,,0,9,9,17,304.11216419993434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,304.0734522000421,304.11216419993434,304.5872315999586,0.5141550999833271,305.12046210002154,305.6201640999643,305.62050729000475,306.0440679000458,306.0440679000458,306.5197563000256,306.5198057900416,307.0329296999844,307.0329296999844,307.52067050000187,308.9544198999647,t,1.9157856999663636,None,None,0,1.0473953000037,307.0329296999844,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
16,ModifiedT,resources/new_sounds_2/M2fit.wav,0.646553287981859,resources/new_sounds_not_modified/M4fit.wav,0.508424667314028,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,2,M,,,,,0,10,10,15,308.9932880999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.95532770000864,308.9932880999986,309.4690147000365,0.5140925999730825,310.1186336999526,310.60173779993784,310.6018948899582,311.12423610000405,311.12423610000405,311.61822800000664,311.6181469899602,312.0680841000285,312.08769900002517,312.56792429997586,314.3693479000358,r,2.296078799990937,None,None,0,1.1637017999310046,312.08769900002517,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
9,ModifiedSH,resources/new_sounds_not_modified/M4bot.wav,0.453615769026229,resources/new_sounds_not_modified/M3bosh.wav,0.524217377306996,resources/new_sounds_2/M2bosh.wav,0.387165532879819,2,M,,,,,0,11,11,8,314.4024257999845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,314.37015680002514,314.4024257999845,314.88376889994834,0.514009700040333,315.35020430001896,315.8334022000199,315.83340309001505,316.36988849996123,330.05993300001137,316.84971900004894,316.84974999004044,317.25287430000026,317.25287430000026,317.7494723999407,331.02805149997585,r,13.762074299971573,None,p,2,15.674020400037989,330.05993300001137,12.63235510000959,None,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
10,ModifiedT,resources/new_sounds_not_modified/M2fit.wav,0.423218058079414,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,resources/new_sounds_2/M4fit.wav,0.597210884353741,1,M,,,,,0,12,12,9,331.06089159997646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.02908200002275,331.06089159997646,331.5427520000376,0.514064299990423,331.9758525999496,332.45889140001964,332.4592487900518,332.9254026999697,332.9254026999697,333.4086394000333,333.40904928999953,334.0155864999397,334.0155864999397,334.5082232999848,336.44271740003023,e,2.4105755001073703,None,None,0,0.947159199975431,334.0155864999397,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
4,ModifiedT,resources/new_sounds_not_modified/M4mat.wav,0.4451593985921889,resources/new_sounds_2/M3mat.wav,0.494308390022676,resources/new_sounds_not_modified/M2mash.wav,0.7358947371573947,1,M,,,,,0,13,13,3,336.4796111000469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.44350900000427,336.4796111000469,336.957894399995,0.514760399935767,337.4079209000338,337.8913418999873,337.89131719002035,338.3982035999652,338.3982035999652,338.8918464999879,338.89186438999604,339.62544259999413,339.64343329996336,340.12527049996424,341.22704799997155,t,1.5899377999594435,None,None,0,0.9647805999265984,339.64343329996336,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
20,ModifiedSH,resources/new_sounds_2/F2push.wav,0.418027210884354,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F3put.wav,0.437781204290985,2,F,,,,,0,14,14,19,341.265495599946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341.2278462999966,341.265495599946,341.7413052000338,0.5138268999289721,342.17445249995217,342.657689500018,342.65769788995385,343.1108874999918,343.1108874999918,343.59069019998424,343.5906335900072,344.0238940999843,344.04389299999457,344.52388580003753,344.94229559996165,t,0.9114882000721991,None,None,0,0.9469715999439359,344.04389299999457,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
5,ModifiedT,resources/new_sounds_not_modified/F4met.wav,0.44494520825283956,resources/new_sounds_2/F2met.wav,0.634104308390023,resources/new_sounds_not_modified/F1mesh.wav,0.5571319490698841,1,F,,,,,0,15,15,4,344.97917139995843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.9430891999509,344.97917139995843,345.456759099965,0.5140463999705389,345.90665070002433,346.38973069994245,346.38986389001366,347.0228785999352,347.04143230000045,347.52273179998156,347.5228500900557,348.0929254000075,348.0929254000075,348.58904750004876,350.20728730002884,t,2.1084827999584377,None,None,0,0.9639329999918118,348.0929254000075,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
14,ModifiedSH,resources/new_sounds_not_modified/F2bosh.wav,0.494392229081527,resources/new_sounds_not_modified/F5bot.wav,0.485673207115724,resources/new_sounds_2/F1bosh.wav,0.520634920634921,1,F,,,,,0,16,16,13,350.2450142999878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.2080672000302,350.2450142999878,350.72183960000984,0.5141473000403494,351.2215922999894,351.70472269994207,351.7047794900136,352.20460349996574,352.20460349996574,352.6876703000162,352.6879902899964,353.22514690004755,353.22514690004755,353.72065130004194,353.90602450002916,r,0.6656038000946864,None,None,0,1.0139192000497133,353.22514690004755,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
2,ModifiedSh,resources/new_sounds_not_modified/F2fish.wav,0.528250066930233,resources/new_sounds_2/F1fit.wav,0.423218058079413,resources/new_sounds_not_modified/F5fit.wav,0.2975247836995,3,F,,,,,0,17,17,1,353.9438596999971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.906833200017,353.9438596999971,354.4204628999578,0.5140019999817014,354.95368289994076,355.4367404000368,355.43678158998955,355.8843610000331,363.01545489998534,356.36975159996655,356.36980278999545,356.68458560004365,356.68458560004365,357.16961260000244,364.5334943999769,e,7.834591599996202,None,p,1,9.09279299993068,363.01545489998534,5.817675199941732,None,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
11,ModifiedSH,resources/new_sounds_not_modified/M1fish.wav,0.569506825661794,resources/new_sounds_2/M7fit.wav,0.485691609977324,resources/new_sounds_not_modified/M3fit.wav,0.479334255844424,3,M,,,,,0,18,18,10,364.5700056999922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,364.5344436999876,364.5700056999922,365.0479900999926,0.5139041999354959,365.6429815000156,366.11428530002013,366.114505190053,366.6140513999853,366.6140513999853,367.0978659000248,367.0974017899716,367.58637879998423,367.58637879998423,368.08026379998773,368.59875000000466,e,1.0013481000205502,None,None,0,,367.58637879998423,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
6,ModifiedT,resources/new_sounds_not_modified/M1met.wav,0.532038259057699,resources/new_sounds_2/M3met.wav,0.558503401360544,resources/new_sounds_not_modified/M5mesh.wav,0.5032130872900709,1,M,,,,,0,19,19,5,368.6357837000396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.5994709000224,368.6357837000396,369.1135552000487,0.5144434999674559,369.6468044000212,370.14681830001064,370.1466749899555,370.7215802000137,378.09426469996106,371.19716510002036,371.19679819000885,371.6975861999672,371.71779959998094,372.19781659997534,380.011518000043,t,8.30542820005212,None,p,1,9.477981899981387,378.09426469996106,6.201171199907549,None,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
15,ModifiedSH,resources/new_sounds_not_modified/M2fish.wav,0.602031419699607,resources/new_sounds_not_modified/M5fit.wav,0.593107043618346,resources/new_sounds_2/M1fish.wav,0.512562358276644,1,M,,,,,0,20,20,14,380.0490170000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.01240989996586,380.0490170000121,380.5260777999647,0.5140289000701159,381.14327500003856,381.6257764999755,381.62640048994217,382.2357408000389,390.63988779997453,382.709100499982,382.7086882899748,383.23561309999786,383.23561309999786,383.72525090002455,393.9405973999528,r,10.699448199942708,None,p,1,10.610904300003313,390.63988779997453,7.241775700007565,None,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
19,ModifiedT,resources/new_sounds_2/F2put.wav,0.521360544217687,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F5put.wav,0.363522850118329,2,F,,,,,0,21,21,18,393.9698140999535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393.9415591999423,393.9698140999535,394.45492639997974,0.5137315999018028,394.9885008999845,395.47132939996663,395.47166458994616,395.92119260004256,395.92119260004256,396.4042160999961,396.4048419899773,396.77845620003063,396.77845620003063,397.27102500002366,399.0731100999983,r,2.282936399918981,None,None,0,1.0473242999287322,396.77845620003063,,,,,,,Paul,001,2024-02-04_22h01.37.808,M2_experiment1,2023.2.3,60.12274663829117,2024-02-04 22h02.53.337998 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399.07370249996893,399.088138799998,402.08771720004734,402.0718987999717,,,,,,,,
