ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,text_recording3.stopped,sound3.stopped,key_resp_question1.started,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart
20,ModifiedSH,resources/new_sounds_2/F2push.wav,0.418027211,resources/new_sounds_not_modified/F4push.wav,0.436144679,resources/new_sounds_not_modified/F3put.wav,0.437781204,2,F,,,,,0,3,3,19,187.2981253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.2820481,187.2981253,187.7960339,0.5143743,188.2289053,0.947235,188.7121689,188.712248,189.1677678,189.1677678,189.6449781,189.644987,190.1002514,190.1002514,190.0784241,190.578123,191.213206,t,1.1208778,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
17,ModifiedT,resources/new_sounds_2/M2bosh.wav,0.387165533,resources/new_sounds_not_modified/M6bot.wav,0.501070842,resources/new_sounds_not_modified/M5bosh.wav,0.597358038,2,M,,,,,0,4,4,16,191.2300349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.2139847,191.2300349,191.7277159,0.5141194,192.1276225,0.9140161,192.610964,192.6108466,193.1327955,193.1327955,193.6103884,193.6104517,194.2220308,194.2220308,194.2220308,194.7103254,196.3943314,e,2.1557224,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
12,ModifiedSH,resources/new_sounds_not_modified/F4bot.wav,0.39047153,resources/new_sounds_not_modified/F3bosh.wav,0.505513997,resources/new_sounds_2/F2bosh.wav,0.423673469,2,F,,,,,0,5,5,11,196.4114094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.3951353,196.4114094,196.9092779,0.5145201,197.3091674,0.9144105,197.7924789,197.7926152,198.3116763,198.3116763,198.791991,198.7920423,199.228543,199.228543,199.228543,199.7251588,200.1936278,e,0.9609162,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
1,ModifiedT,resources/new_sounds_not_modified/F2fit.wav,0.374261917,resources/new_sounds_not_modified/F5fish.wav,0.478583203,resources/new_sounds_2/F4fit.wav,0.417364739,1,F,,,,,0,6,6,0,200.2105438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.1944312,200.2105438,200.7082592,0.5142074,201.0913754,0.8973222,201.5743474,201.5745092,202.0707279,202.0707279,202.5573645,202.5574879,202.9739215,,202.9739215,203.4738237,203.7755329,e,0.7878227,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
16,ModifiedT,resources/new_sounds_2/M2fit.wav,0.646553288,resources/new_sounds_not_modified/M4fit.wav,0.508424667,resources/new_sounds_not_modified/M5fish.wav,0.451129072,2,M,,,,,0,7,7,15,203.7926962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203.7763418,203.7926962,204.2901538,0.5141922,204.9399382,1.1639724,205.4230836,205.4231438,205.9428825,205.9428825,206.4394352,206.4395475,206.9066972,206.9066972,206.8892593,207.3891294,208.8074278,t,1.9156739,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
18,ModifiedT,resources/new_sounds_2/M2put.wav,0.532199546,resources/new_sounds_not_modified/M7put.wav,0.410382099,resources/new_sounds_not_modified/M5push.wav,0.499025816,2,M,,,,,0,8,8,17,208.8246782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.8082483,208.8246782,209.3218386,0.5139681,209.8549631,1.0470823,210.3547496,210.354917,210.7816236,210.7816236,211.2545133,211.2544615,211.7713655,211.7713655,211.7713655,212.2542522,212.6060208,r,0.8297796,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
22,ModifiedSH,resources/new_sounds_not_modified/F1mash.wav,0.601753675,resources/new_sounds_2/F3mash.wav,0.424376417,resources/new_sounds_not_modified/F4mat.wav,0.401181209,3,F,,,,,0,9,9,21,212.6230192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.6068154,212.6230192,213.1204938,0.5140492,213.7369547,1.1305119,214.2202489,214.2201758,214.6668816,214.6668816,215.1365052,215.1365519,215.5561309,215.5561309,215.5364778,216.0361927,216.5546526,t,1.00984,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
7,ModifiedSH,resources/new_sounds_2/M1bosh.wav,0.457482993,resources/new_sounds_not_modified/M2bot.wav,0.415863976,resources/new_sounds_not_modified/M4bosh.wav,0.453365745,3,M,,,,,0,10,10,6,216.571634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216.5555203,216.571634,217.069212,0.5141029,217.5357902,0.9806841,218.0189042,218.0190356,218.4477831,218.4477831,218.9355405,218.9352487,219.4060675,219.4060675,219.3851436,219.8850028,220.6199015,e,1.2308027,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
8,ModifiedSH,resources/new_sounds_not_modified/M3bot.wav,0.368685295,resources/new_sounds_not_modified/M1bosh.wav,0.505562843,resources/new_sounds_2/M5bosh.wav,0.485782313,2,M,,,,,0,11,11,7,220.6368415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.6207208,220.6368415,221.1345092,0.5141795,221.5304767,,222.0012416,222.0009399,222.5207296,222.5207296,223.0005616,223.0006016,223.501455,223.501455,223.4838015,223.9836445,225.5352326,e,2.0450785,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
21,ModifiedSH,resources/new_sounds_not_modified/F5fish.wav,0.478583203,resources/new_sounds_2/F4fish.wav,0.366258503,resources/new_sounds_not_modified/F2fit.wav,0.374261917,3,F,,,,,0,12,12,20,225.5522647,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,225.5360682,225.5522647,226.0494612,0.5137688,226.5326885,0.996993,227.0161275,227.0162569,227.3958219,227.3958219,227.8821818,227.8823702,228.268733,228.268733,228.268733,228.7654742,229.4172514,t,1.1415377,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
19,ModifiedT,resources/new_sounds_2/F2put.wav,0.521360544,resources/new_sounds_not_modified/F4push.wav,0.436144679,resources/new_sounds_not_modified/F5put.wav,0.36352285,2,F,,,,,0,13,13,18,229.4342023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.4180654,229.4342023,229.931498,0.5138295,230.4647036,1.0470301,230.9479842,230.9478836,231.4014184,231.4014184,231.8809556,231.8809059,232.2556078,232.2556078,232.2556078,232.7473291,233.1825352,t,0.912155,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
14,ModifiedSH,resources/new_sounds_not_modified/F2bosh.wav,0.494392229,resources/new_sounds_not_modified/F5bot.wav,0.485673207,resources/new_sounds_2/F1bosh.wav,0.520634921,1,F,,,,,0,14,14,13,233.1994998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,233.1833257,233.1994998,233.6968988,0.5139553,234.1967827,1.0138312,234.6799259,234.680122,235.1806816,235.1806816,235.6630789,235.662955,236.1978199,236.1978199,236.1978199,236.6959645,237.3477573,e,1.1386069,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
11,ModifiedSH,resources/new_sounds_not_modified/M1fish.wav,0.569506826,resources/new_sounds_2/M7fit.wav,0.48569161,resources/new_sounds_not_modified/M3fit.wav,0.479334256,3,M,,,,,0,15,15,10,237.3650785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,237.3485642,237.3650785,237.8621596,0.5139709,238.4611678,1.1129772,238.9287752,238.9285072,239.4312236,239.4312236,239.911521,239.9117061,240.4009955,240.4009955,240.4009955,240.894592,241.7130683,r,1.3008226,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
3,ModifiedT,resources/new_sounds_2/F5mat.wav,0.565396825,resources/new_sounds_not_modified/F4mash.wav,0.380665225,resources/new_sounds_not_modified/F2mat.wav,0.500717455,3,F,,,,,0,16,16,2,241.7300044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.7138979,241.7300044,242.2276016,0.5141132,242.7940975,1.0806087,243.293921,243.2939229,243.6846426,243.6846426,244.1602871,244.160139,244.6724701,244.6724701,244.6724701,245.1598714,245.5781982,e,0.8939681,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
13,ModifiedT,resources/new_sounds_not_modified/F1fish.wav,0.519196656,resources/new_sounds_not_modified/F4fit.wav,0.297524784,resources/new_sounds_2/F2fit.wav,0.443741497,2,F,,,,,0,17,17,12,245.5950804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,245.5790084,245.5950804,246.0930577,0.5144361,246.6415439,,247.1092853,247.1091937,247.419855,247.419855,247.9088067,247.9088971,248.3722402,248.3722402,248.3420336,248.8419102,249.1440025,t,0.7887933,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
15,ModifiedSH,resources/new_sounds_not_modified/M2fish.wav,0.60203142,resources/new_sounds_not_modified/M5fit.wav,0.593107044,resources/new_sounds_2/M1fish.wav,0.512562358,1,M,,,,,0,18,18,14,249.1617043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249.1450153,249.1617043,249.6581438,0.5135216,250.2746364,1.1300064,250.757804,250.7579356,251.3651454,251.3651454,251.8407582,251.840901,252.365242,252.365242,252.365242,252.857175,252.959062,r,0.5865584,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
6,ModifiedT,resources/new_sounds_not_modified/M1met.wav,0.532038259,resources/new_sounds_2/M3met.wav,0.558503401,resources/new_sounds_not_modified/M5mesh.wav,0.503213087,1,M,,,,,0,19,19,5,252.9759664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.9598159,252.9759664,253.4736863,0.5142375,254.0069127,1.0474632,254.5066596,254.5066725,255.0807099,255.0807099,255.5562948,255.5563668,256.0768648,256.0768648,256.0561857,256.5560403,257.6589693,r,1.594309,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
2,ModifiedSh,resources/new_sounds_not_modified/F2fish.wav,0.528250067,resources/new_sounds_2/F1fit.wav,0.423218058,resources/new_sounds_not_modified/F5fit.wav,0.297524784,3,F,,,,,0,20,20,1,257.6858355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257.6597813,257.6858355,258.1720465,0.5126411,258.705285,1.0458765,259.1883922,259.1884069,259.6321811,259.6321811,260.1214963,260.1217608,260.4323779,260.4323779,260.4323779,260.9212446,261.6726747,e,1.2379115,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
10,ModifiedT,resources/new_sounds_not_modified/M2fit.wav,0.423218058,resources/new_sounds_not_modified/M5fish.wav,0.451129072,resources/new_sounds_2/M4fit.wav,0.597210884,1,M,,,,,0,21,21,9,261.6894407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261.6734107,261.6894407,262.1874022,0.5143507,262.6207816,0.9477388,263.1037627,263.1036929,263.5737936,263.5737936,264.0533515,264.0537693,264.6695031,264.6695031,264.6695031,265.1531929,266.1546102,e,1.4717374,None,None,0,,,,Kaldip,1,2024-02-04_20h50.59.720,M2_experiment1,2023.2.3,59.99494841,2024-02-04 20h51.12.845095 +0100
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.1552032,266.1699448,269.1687144,,,,,,,
