ItemNb,Condition,Sound1,DurationSound1,Sound2,DurationSound2,Sound3,DurationSound3,ExpectedKey,Condition2,trials_task3.thisRepN,trials_task3.thisTrialN,trials_task3.thisN,trials_task3.thisIndex,trials_task1.thisRepN,trials_task1.thisTrialN,trials_task1.thisN,trials_task1.thisIndex,thisRow.t,notes,Welcome.started,textWelcomeMessage.started,keyWelcome.started,Welcome.stopped,keyWelcome.keys,keyWelcome.rt,keyWelcome.duration,Welcome_2.started,textWelcome2.started,key_resp_5.started,Welcome_2.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,Welcome_3.started,textWelcome3.started,key_resp_6.started,Welcome_3.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,blank.started,blank1.started,blank1.stopped,blank.stopped,volume_explanation.started,text_volume.started,key_resp_8.started,volume_explanation.stopped,key_resp_8.keys,key_resp_8.rt,key_resp_8.duration,volume.started,text_2.started,key_resp_7.started,sound_testvolume.started,volume.stopped,key_resp_7.keys,key_resp_7.rt,key_resp_7.duration,explanation.started,text.started,key_info_oddity.started,explanation.stopped,key_info_oddity.keys,key_info_oddity.rt,key_info_oddity.duration,task3.started,key_replay3.started,text_recording1_3.started,sound1_3.started,key_resp_question3.started,text_recording1_3.stopped,sound1_3.stopped,text_questiontask3.started,task3.stopped,key_resp_question3.keys,key_resp_question3.rt,key_resp_question3.duration,key_replay3.keys,explanation_3.started,text_4.started,key_resp_3.started,explanation_3.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,explanation_1.started,text_explanation_1.started,key_resp.started,explanation_1.stopped,key_resp.keys,key_resp.rt,key_resp.duration,task1.started,key_replay1.started,text_recording1.started,sound1.started,text_recording1.stopped,sound1.stopped,text_recording2.started,sound2.started,text_recording2.stopped,sound2.stopped,text_recording3.started,sound3.started,key_resp_question1.started,text_recording3.stopped,sound3.stopped,text_question1.started,task1.stopped,key_resp_question1.keys,key_resp_question1.rt,key_resp_question1.duration,key_replay1.keys,replay_count,Bye.started,text_6.started,Bye.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
3,ModifiedT,resources/new_sounds_2/F5mat.wav,0.565396825396825,resources/new_sounds_not_modified/F4mash.wav,0.38066522534541036,resources/new_sounds_not_modified/F2mat.wav,0.5007174554648515,3,F,,,,,0,1,1,2,138.4088093000464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.3922898999881,138.4088093000464,138.90582380001433,0.5139555999776348,139.4720928000752,1.0802064999006689,139.9720889000455,139.97194416006096,140.363225899986,140.363225899986,140.83836400008295,140.83845646004193,141.35238120006397,141.35238120006397,141.35238120006397,141.85497039998882,146.35528860008344,e,4.995454199961387,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
8,ModifiedSH,resources/new_sounds_not_modified/M3bot.wav,0.368685295497059,resources/new_sounds_not_modified/M1bosh.wav,0.5055628425466665,resources/new_sounds_2/M5bosh.wav,0.4857823129251701,2,M,,,,,0,2,2,7,146.37250409997068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.35626080003567,146.37250409997068,146.86967909999657,0.5139465000247583,147.25291470007505,0.8971830999944359,147.7359864000464,147.7359548599925,148.25811769999564,148.25811769999564,148.7356508000521,148.73559716006275,149.2187873000512,149.23915000003763,149.23915000003763,149.71887840004638,149.93736430001445,e,0.7138624000363052,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
1,ModifiedT,resources/new_sounds_not_modified/F2fit.wav,0.374261916532496,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fit.wav,0.41736473916697,1,F,,,,,0,3,3,0,149.95420150004793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149.93817280000076,149.95420150004793,150.45181440003216,0.5140112000517547,150.83526069996879,0.8974944000365213,151.31824739999138,151.31819526001345,151.81496160000097,151.81496160000097,152.30103329999838,152.30104456003755,152.71764030004852,152.71764030004852,,153.2174574000528,153.33592390001286,e,0.6053237000014633,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
11,ModifiedSH,resources/new_sounds_not_modified/M1fish.wav,0.569506825661794,resources/new_sounds_2/M7fit.wav,0.485691609977324,resources/new_sounds_not_modified/M3fit.wav,0.479334255844424,3,M,,,,,0,4,4,10,153.35325849999208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.33674479997717,153.35325849999208,153.850569000002,0.5142028999980539,154.44148580008186,,154.91689590003807,154.9167481600307,155.41990830004215,155.41990830004215,155.89988130005077,155.89992766000796,156.39215009997133,156.39215009997133,156.39215009997133,156.88298620004207,157.36807660001796,t,0.9695140999974683,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
2,ModifiedSh,resources/new_sounds_not_modified/F2fish.wav,0.528250066930233,resources/new_sounds_2/F1fit.wav,0.423218058079413,resources/new_sounds_not_modified/F5fit.wav,0.2975247836995,3,F,,,,,0,5,5,1,157.3855268000625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.3689963000361,157.3855268000625,157.8826803000411,0.5140695000300184,158.41580169997178,1.0472042999463156,158.89882780006155,158.8988830599701,159.342664900003,159.342664900003,159.83211850002408,159.83186646003742,160.14276199997403,160.14276199997403,160.14276199997403,160.6316010999726,161.03348059998825,r,0.8831609000917524,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
22,ModifiedSH,resources/new_sounds_not_modified/F1mash.wav,0.601753675244161,resources/new_sounds_2/F3mash.wav,0.42437641723356,resources/new_sounds_not_modified/F4mat.wav,0.401181209050264,3,F,,,,,0,6,6,21,161.05076050001662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.0342631000094,161.05076050001662,161.54813610005658,0.5142393000423908,162.17306120006833,1.1391815999522805,162.64778210001532,162.64764316007495,163.08686899999157,163.08686899999157,163.56422499998007,163.56419766007457,163.96379419998266,163.9805217999965,163.9805217999965,164.46392670006026,166.26549959997647,e,2.2958713999250904,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
10,ModifiedT,resources/new_sounds_not_modified/M2fit.wav,0.423218058079414,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,resources/new_sounds_2/M4fit.wav,0.597210884353741,1,M,,,,,0,7,7,9,166.28274860000238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.26630020001903,166.28274860000238,166.7798111999873,0.5138798999832943,167.21291140001267,0.946979200001806,167.69608590006828,167.6960204599891,168.16581450006925,168.16581450006925,168.64606840000488,168.64586956007406,169.25274450005963,169.25274450005963,169.25274450005963,169.74562120006885,169.99987910001073,t,0.7344716000370681,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
19,ModifiedT,resources/new_sounds_2/F2put.wav,0.521360544217687,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F5put.wav,0.363522850118329,2,F,,,,,0,8,8,18,170.01551360008307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.0007479999913,170.01551360008307,170.51173680007923,0.5113861999707296,171.04492220003158,1.0445692000212148,171.52813940006308,171.52808855997864,171.9948860000586,,172.46113289997447,172.46115585998632,172.84314780007116,172.84314780007116,172.84314780007116,173.32770710007753,175.23049680003896,e,2.3735762999858707,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
6,ModifiedT,resources/new_sounds_not_modified/M1met.wav,0.532038259057699,resources/new_sounds_2/M3met.wav,0.558503401360544,resources/new_sounds_not_modified/M5mesh.wav,0.5032130872900709,1,M,,,,,0,9,9,5,175.2466151000699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.23141060001217,175.2466151000699,175.74333349999506,0.5123641999671236,176.27661180007271,1.0456370998872444,176.77743880008347,176.7762804600643,177.35178959998302,177.35178959998302,177.82590519997757,177.82617365999613,178.32649540004786,178.34707770007662,178.34707770007662,178.82585670007393,180.69390429998748,t,2.364350499934517,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
17,ModifiedT,resources/new_sounds_2/M2bosh.wav,0.387165532879819,resources/new_sounds_not_modified/M6bot.wav,0.501070841911371,resources/new_sounds_not_modified/M5bosh.wav,0.597358038485993,2,M,,,,,0,10,10,16,180.71128230006434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180.69471710000653,180.71128230006434,181.20815770002082,0.5138229000149295,181.6201939000748,,182.09124300000258,182.09114966006018,182.61478220007848,182.61478220007848,183.09094819996972,183.09087006002665,183.7030205000192,183.7030205000192,183.7030205000192,,183.95967200002633,r,0.24168310000095516,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
9,ModifiedSH,resources/new_sounds_not_modified/M4bot.wav,0.453615769026229,resources/new_sounds_not_modified/M3bosh.wav,0.524217377306996,resources/new_sounds_2/M2bosh.wav,0.387165532879819,2,M,,,,,0,11,11,8,183.97691089997534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.96048600005452,183.97691089997534,184.473748599994,0.5136497999774292,184.9403605000116,0.9802528000436723,185.42335220007226,185.42346196004655,185.96689789998345,185.96689789998345,186.44000130007043,186.43967936001718,186.8508699000813,186.8508699000813,186.8508699000813,187.33984030003194,188.9618335000705,t,2.092472199932672,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
12,ModifiedSH,resources/new_sounds_not_modified/F4bot.wav,0.390471530438234,resources/new_sounds_not_modified/F3bosh.wav,0.505513996768869,resources/new_sounds_2/F2bosh.wav,0.423673469387755,2,F,,,,,0,12,12,11,188.97630460001528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.96290450007655,188.97630460001528,189.47206230007578,0.5096154999919236,189.8717555999756,0.9092881000833586,190.35506650002208,190.35532635997515,190.87452080007643,190.87452080007643,191.3714759000577,191.37137086002622,191.7878421000205,191.80858010007069,191.80858010007069,192.28789959999267,206.23525150003843,e,14.439778700005263,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
18,ModifiedT,resources/new_sounds_2/M2put.wav,0.532199546485261,resources/new_sounds_not_modified/M7put.wav,0.410382098763918,resources/new_sounds_not_modified/M5push.wav,0.499025816019625,2,M,,,,,0,13,13,17,206.25223430001643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206.23606770008337,206.25223430001643,206.74954210000578,0.5138460999587551,207.28255930007435,1.0468610000098124,207.78246700007003,207.78230805997737,208.20451710000634,208.20451710000634,208.68217280006502,208.68212586001027,209.19157859997358,209.19157859997358,209.19157859997358,209.68202780000865,210.93323690001853,r,1.7283133000601083,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
13,ModifiedT,resources/new_sounds_not_modified/F1fish.wav,0.519196656146427,resources/new_sounds_not_modified/F4fit.wav,0.297524783699501,resources/new_sounds_2/F2fit.wav,0.443741496598639,2,F,,,,,0,14,14,12,210.95005490002222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210.93405340006575,210.95005490002222,211.44800910004415,0.5143391999881715,211.99228420003783,,212.4643118000822,212.46413116005715,212.7735829000594,212.7735829000594,213.26400139997713,213.264091560035,213.69723310007248,213.7272551000351,213.7272551000351,214.1976508999942,214.36589500005357,t,0.6591070999857038,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
16,ModifiedT,resources/new_sounds_2/M2fit.wav,0.646553287981859,resources/new_sounds_not_modified/M4fit.wav,0.508424667314028,resources/new_sounds_not_modified/M5fish.wav,0.451129071842058,2,M,,,,,0,15,15,15,214.38408160000108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214.36676410003565,214.38408160000108,214.8801417000359,0.5137737999903038,215.53005609998945,1.1636942999903113,216.01338830008171,216.01296426006593,216.53350080002565,216.53350080002565,217.02951760008,217.02953426004387,217.4794561000308,217.49746440001763,217.49746440001763,217.97974570002407,219.18090340006165,e,1.697485200013034,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
15,ModifiedSH,resources/new_sounds_not_modified/M2fish.wav,0.602031419699607,resources/new_sounds_not_modified/M5fit.wav,0.593107043618346,resources/new_sounds_2/M1fish.wav,0.512562358276644,1,M,,,,,0,16,16,14,219.19815170008224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219.1817545000231,219.19815170008224,219.69533070002217,0.5140040999976918,220.31170379999094,1.1303701000288129,220.79476530000102,220.79483356000856,221.4056225999957,221.4056225999957,221.87783090001903,221.87779056001455,222.40542590001132,222.40542590001132,222.40542590001132,,222.79615870001726,r,0.3878951999358833,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
5,ModifiedT,resources/new_sounds_not_modified/F4met.wav,0.44494520825283956,resources/new_sounds_2/F2met.wav,0.634104308390023,resources/new_sounds_not_modified/F1mesh.wav,0.5571319490698841,1,F,,,,,0,17,17,4,222.81353010004386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.7969660999952,222.81353010004386,223.31074680003803,0.5141650000587106,223.7605840000324,0.9639974000165239,224.24363400007132,224.2436382600572,224.89310660003684,224.89310660003684,225.3769200000679,225.3768033600645,225.94691749999765,225.94691749999765,225.94691749999765,226.44355820002966,226.4455617000349,t,0.48286410002037883,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
14,ModifiedSH,resources/new_sounds_not_modified/F2bosh.wav,0.494392229081527,resources/new_sounds_not_modified/F5bot.wav,0.485673207115724,resources/new_sounds_2/F1bosh.wav,0.520634920634921,1,F,,,,,0,18,18,13,226.46308770007454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,226.44638249999844,226.46308770007454,226.95957850001287,0.5135760999983177,227.45928800001275,1.0132962999632582,227.9426519999979,227.94230475998484,228.459054499981,,228.92534590000287,228.92536235996522,229.4637209000066,229.4637209000066,229.4637209000066,,229.87723730003927,r,0.4050573999993503,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
21,ModifiedSH,resources/new_sounds_not_modified/F5fish.wav,0.478583202882902,resources/new_sounds_2/F4fish.wav,0.366258503401361,resources/new_sounds_not_modified/F2fit.wav,0.374261916532497,3,F,,,,,0,19,19,20,229.89433580008335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229.87801810004748,229.89433580008335,230.39161030005198,0.5139546000864357,230.87493890000042,0.9973035000730306,231.35798440000508,231.35780816001352,231.73291420005262,231.73291420005262,232.22431710001547,232.22441346000414,232.6105498999823,232.6105498999823,232.6105498999823,,232.90974959998857,t,0.2890517000341788,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
20,ModifiedSH,resources/new_sounds_2/F2push.wav,0.418027210884354,resources/new_sounds_not_modified/F4push.wav,0.436144678520506,resources/new_sounds_not_modified/F3put.wav,0.437781204290985,2,F,,,,,0,20,20,19,232.92826489999425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.91045800002757,232.92826489999425,233.42388620006386,0.5137860999675468,233.85707500006538,0.9470161000499502,234.34031400003005,234.3402044600807,234.80707049998455,,235.27345400000922,235.2733337599784,235.70641069998965,235.7309870000463,235.7309870000463,,236.12523480004165,t,0.4092508000321686,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
4,ModifiedT,resources/new_sounds_not_modified/M4mat.wav,0.4451593985921889,resources/new_sounds_2/M3mat.wav,0.494308390022676,resources/new_sounds_not_modified/M2mash.wav,0.7358947371573947,1,M,,,,,0,21,21,3,236.14277919998858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.1260061999783,236.14277919998858,236.63954290002584,0.5138969001127407,237.0892425000202,0.9635875000385568,237.57268129999284,237.57260216004215,238.07708680001087,238.07708680001087,238.57227970007807,238.57211935997475,239.30534399999306,239.32214619999286,239.32214619999286,239.80520070006605,239.97378320002463,t,0.6559776000212878,None,None,0,,,,Colin,001,2024-02-04_21h23.07.933,M2_experiment1,2023.2.3,60.01828156802955,2024-02-04 21h23.21.521979 +0100,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239.97442920005415,239.9894872000441,242.98756490007509,,,,,,,,
